company,position,city,review_date,experience,rating_total,pros_text,cons_text,full_text,sentiment_label,source_url
Т-Банк,Ведущий консультант,Санкт-Петербург,январь 2026,Работал 3-5 лет,5.0,"Хотела консультировать по Путешествиям. Думала что будет много интересного. Оказалось реально так. Но не столько в плане сферы, сколько в плане методологий, инструментов и возможностей. У нас реально была возможность помогать людям в путешествиях и причем делать это быстро, четко, получать кучу благодарностей. Еще и премии в итоге за это получать отличные, так что заработок меня полностью устраивал.",Стимулировать сотрудников путешествиями за отличную работу в Путешествиях. У нас же все ограничивалось сугубо премиями. Ответ представителя компании Январь 2026,"Хотела консультировать по Путешествиям. Думала что будет много интересного. Оказалось реально так. Но не столько в плане сферы, сколько в плане методологий, инструментов и возможностей. У нас реально была возможность помогать людям в путешествиях и причем делать это быстро, четко, получать кучу благодарностей. Еще и премии в итоге за это получать отличные, так что заработок меня полностью устраивал. Стимулировать сотрудников путешествиями за отличную работу в Путешествиях. У нас же все ограничивалось сугубо премиями. Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Ведущий менеджер по продажам,Санкт-Петербург,январь 2026,Работал 1-2 года,5.0,"Училась всему с нуля. Но уже в первый же месяц получила деньги за продажи, а не гарантированный минимум, как многие. Продавать просто, база хорошая, дозвон быстрый. Плюс то, что предлагаем, людям интересно. От этого же и идет меньше негатива, я лично с ним сталкивалась по минимуму.","Я даже не знаю, ну может сделать на старте гарантированный минимум побольше. Ответ представителя компании Январь 2026","Училась всему с нуля. Но уже в первый же месяц получила деньги за продажи, а не гарантированный минимум, как многие. Продавать просто, база хорошая, дозвон быстрый. Плюс то, что предлагаем, людям интересно. От этого же и идет меньше негатива, я лично с ним сталкивалась по минимуму. Я даже не знаю, ну может сделать на старте гарантированный минимум побольше. Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Менеджер по работе с клиентами,Пожаловаться Работал меньше года Пермь,январь 2026,Работал меньше года,4.0,"Близко к дому, творческая работа, общение с людьми. Хороший коллектив, обучение дистанционно.","Отношение начальства к новичкам, пока сам не спросишь ничего не подскажут. График работы и оплату. Ответ представителя компании Январь 2026","Близко к дому, творческая работа, общение с людьми. Хороший коллектив, обучение дистанционно. Отношение начальства к новичкам, пока сам не спросишь ничего не подскажут. График работы и оплату. Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Представитель,Мурманск,январь 2026,Работал 1-2 года,4.0,"Раньше нравилось абсолютно все, геймификация, оплата за офферы, старые ручные распределения администратором, график работы с 12:00 до 20:00","Поменять все обратно как было) Стало с 11:00 до 23:00, в полярную ночь также, оплата поменялась кардинально, условия труда тоже, планы и геймификация начала только ухудшаться, но зарабатывать вполне возможно Ответ представителя компании Январь 2026","Раньше нравилось абсолютно все, геймификация, оплата за офферы, старые ручные распределения администратором, график работы с 12:00 до 20:00 Поменять все обратно как было) Стало с 11:00 до 23:00, в полярную ночь также, оплата поменялась кардинально, условия труда тоже, планы и геймификация начала только ухудшаться, но зарабатывать вполне возможно Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Специалист по документообороту госорганами,Ростов-на-Дону,январь 2026,Работал 1-2 года,2.7,"Свобода выборе графика под себя, удалённый формат. Очень отзывчивый руководитель.","Систему мотивации, увеличить оплату труда. Слегка упростить дедлайны и оформлять сотрудников не по ГПХ а по ТК РФ. Ответ представителя компании Январь 2026","Свобода выборе графика под себя, удалённый формат. Очень отзывчивый руководитель. Систему мотивации, увеличить оплату труда. Слегка упростить дедлайны и оформлять сотрудников не по ГПХ а по ТК РФ. Ответ представителя компании Январь 2026",negative,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Бизнес консультант,Москва,январь 2026,Работал 1-2 года,4.7,"Свобода в выборе графика. Отзывчивость и коммуникабельность. Хорошие условия труда, помощь в обучении","Коммуникации между сотрудниками, хороший коллектив. Все супер. Далековато от дома Ответ представителя компании Январь 2026","Свобода в выборе графика. Отзывчивость и коммуникабельность. Хорошие условия труда, помощь в обучении Коммуникации между сотрудниками, хороший коллектив. Все супер. Далековато от дома Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Оператор,Москва,январь 2026,Работаю 5-10 лет,4.2,График предпочтительно свободный. Топовая компания. Стабильносьь,"Даже не знаю. Сложно сказать. Думаю, что очень неплохое место работы. Возможность удаленки из-за границы. Ответ представителя компании Январь 2026","График предпочтительно свободный. Топовая компания. Стабильносьь Даже не знаю. Сложно сказать. Думаю, что очень неплохое место работы. Возможность удаленки из-за границы. Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Представитель,Пожаловаться Работал меньше года Ярославль,январь 2026,Работал меньше года,4.5,"Обучают, помогают, наставляют и все объясняют прозрачно. Не бросают в трудную минуту.","Приложение, и более четкую систему оплаты труда и все остального. Ну и нормально расположение клиентов, а то один клиент в 10 в одном конце города, а другой в 11 утра на другом конце. Ответ представителя компании Январь 2026","Обучают, помогают, наставляют и все объясняют прозрачно. Не бросают в трудную минуту. Приложение, и более четкую систему оплаты труда и все остального. Ну и нормально расположение клиентов, а то один клиент в 10 в одном конце города, а другой в 11 утра на другом конце. Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Ведущий оператор,Москва,январь 2026,Работаю 3-5 лет,4.0,"Боялась, что работа будет сопряжена с негативом, все-таки отдел взыскания. Однако с таким не столкнулась. Во многом потому, что работала с клиентами, у которых задолженность только начала формироваться и с ними явно проще иметь дело, чем с поздними должниками. Кроме того, я прошла обучение, которая мне помогло быть убедительной, аргументировать свою позицию и достигать результат в виде хотя бы обещания погасить задолженность.","Хотелось в офисе большей приватности, предпочла бы работать из отдельного кабинета. Ответ представителя компании Январь 2026","Боялась, что работа будет сопряжена с негативом, все-таки отдел взыскания. Однако с таким не столкнулась. Во многом потому, что работала с клиентами, у которых задолженность только начала формироваться и с ними явно проще иметь дело, чем с поздними должниками. Кроме того, я прошла обучение, которая мне помогло быть убедительной, аргументировать свою позицию и достигать результат в виде хотя бы обещания погасить задолженность. Хотелось в офисе большей приватности, предпочла бы работать из отдельного кабинета. Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Отзыв сотрудника,Москва,январь 2026,Работал 1-2 года,4.5,"Отличные корпоративные привилегии для сотрудников. Есть ДМС, доход средний для кц, но не самый высокий, но есть возможность роста.","График, он не стандартный, может меняться время от времени. Ориентир, как мне показалось больше идёт на московское время. Ответ представителя компании Январь 2026","Отличные корпоративные привилегии для сотрудников. Есть ДМС, доход средний для кц, но не самый высокий, но есть возможность роста. График, он не стандартный, может меняться время от времени. Ориентир, как мне показалось больше идёт на московское время. Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Ведущий менеджер по работе с крупным бизнесом,Санкт-Петербург,январь 2026,Работал 1-2 года,5.0,"Возможность удаленной работы, самый лучший коллектив ,в котором я работала .Есть возможность переходить в смежные отделы , пробовать себя .","На момент ,когда я работала , минусов как таковых не было . Главное здесь - люди ! Ответ представителя компании Январь 2026","Возможность удаленной работы, самый лучший коллектив ,в котором я работала .Есть возможность переходить в смежные отделы , пробовать себя . На момент ,когда я работала , минусов как таковых не было . Главное здесь - люди ! Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Backend developer,Пожаловаться Работал меньше года Москва,январь 2026,Работал меньше года,4.2,Возможности роста. Крутое сениорити. Митапы для сотрудников.,"В моей команде был очень скилловый с точки зрения хардов лид, но совершенно не умеющий общаться с людьми. Ответ представителя компании Январь 2026","Возможности роста. Крутое сениорити. Митапы для сотрудников. В моей команде был очень скилловый с точки зрения хардов лид, но совершенно не умеющий общаться с людьми. Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Ведущий консультант,Владимир,январь 2026,Работаю 1-2 года,4.0,"Работать на удаленке понравилось. Никто не делает мозги как ты одета и как выглядишь, а самое главное не надо тратить время и деньги на поездку в офис. Работать я приспособилась по вечерам, потому что сова по физиологии, раньше 12:00 просыпаться некомфортно, зато до глубокой ночи могу оставаться продуктивной. Платили нормально, доходом разочарована не была. Самое главное, что все выплаты только на карту приходили, в конверте ничего не предлагали получать.","Техническая сторона вопроса иногда подводила. То интернет ни с того ни с сего пропадет, то на стороне клиента качество связи падает. Это все решаемо конечно было, но нервничать заставляло. Ответ представителя компании Январь 2026","Работать на удаленке понравилось. Никто не делает мозги как ты одета и как выглядишь, а самое главное не надо тратить время и деньги на поездку в офис. Работать я приспособилась по вечерам, потому что сова по физиологии, раньше 12:00 просыпаться некомфортно, зато до глубокой ночи могу оставаться продуктивной. Платили нормально, доходом разочарована не была. Самое главное, что все выплаты только на карту приходили, в конверте ничего не предлагали получать. Техническая сторона вопроса иногда подводила. То интернет ни с того ни с сего пропадет, то на стороне клиента качество связи падает. Это все решаемо конечно было, но нервничать заставляло. Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Территориальный представитель,Москва,январь 2026,Работаю 1-2 года,5.0,"Увлекла меня эта работа с головой. Устроилась на слабо, когда в МГУ пролетела. Однако получилось выйти на такой уровень дохода, что и у родителей деньги перестала брать. Времени на подготовку к новой вступительной компании достаточно оставалось, да только я пересмотрела свои планы и поняла, что хочу работать в банковской сфере. Поступила на очное по специальности Финансы и кредит, из-за этого и оставила работу, но благодарна банку, что там все способствовало моей профориентации.","Нагрузка оказалось не маленькая, в день меньше 15 встреч я не припомню, а ведь это с каждым вступи в диалог, ответь на вопросы, помоги с настройками приложения и, если хочешь заработать, продай что-то сверху. Ответ представителя компании Январь 2026","Увлекла меня эта работа с головой. Устроилась на слабо, когда в МГУ пролетела. Однако получилось выйти на такой уровень дохода, что и у родителей деньги перестала брать. Времени на подготовку к новой вступительной компании достаточно оставалось, да только я пересмотрела свои планы и поняла, что хочу работать в банковской сфере. Поступила на очное по специальности Финансы и кредит, из-за этого и оставила работу, но благодарна банку, что там все способствовало моей профориентации. Нагрузка оказалось не маленькая, в день меньше 15 встреч я не припомню, а ведь это с каждым вступи в диалог, ответь на вопросы, помоги с настройками приложения и, если хочешь заработать, продай что-то сверху. Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Территориальный представитель,Санкт-Петербург,январь 2026,Работаю 1-2 года,5.0,"Не рассчитывал так просто попасть на работу в большой банк. Образование мимо финансов, опыт баристой на АЗС явно не считается) однако прошел обучение и меня приняли. Работать понравилось, монотонности не было, к офису не привязан, а встречаться и общаться с разными людьми мне всегда было по кайфу. По заработку тоже ничего плохого не скажу, в значительной степени сам на это влиял, увеличивая объемы продаж.","Мне было мало сопровождения наставника, лучше первое время меньше зарабатывать, но иметь возможность ходить за кем-то хвостиком и спокойно учиться. Ответ представителя компании Январь 2026","Не рассчитывал так просто попасть на работу в большой банк. Образование мимо финансов, опыт баристой на АЗС явно не считается) однако прошел обучение и меня приняли. Работать понравилось, монотонности не было, к офису не привязан, а встречаться и общаться с разными людьми мне всегда было по кайфу. По заработку тоже ничего плохого не скажу, в значительной степени сам на это влиял, увеличивая объемы продаж. Мне было мало сопровождения наставника, лучше первое время меньше зарабатывать, но иметь возможность ходить за кем-то хвостиком и спокойно учиться. Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Ведущий менеджер по продажам,Казань,январь 2026,Работаю 3-5 лет,5.0,"Классный коллектив, вроде бы общение на 90% дистанционное у нас было, а полное взаимопонимание и сплоченность. Я здесь настоящих друзей нашел, что удивительно на самом деле. Привык думать, что в сфере продаж высокая конкуренция, а тут столкнулся с доброжелательностью и искренностью. Такой отпадный чат с мемами был, настроение поднимал в миг, да и что меня в клуб бегунов затянули тоже положительный момент, хоть подвижнее стал и от лишнего веса избавился.","Мало корпоративных мероприятий, с учетом статуса банка, могли бы для сотрудников несколько раз в год что-то масштабное организовать. Ответ представителя компании Январь 2026","Классный коллектив, вроде бы общение на 90% дистанционное у нас было, а полное взаимопонимание и сплоченность. Я здесь настоящих друзей нашел, что удивительно на самом деле. Привык думать, что в сфере продаж высокая конкуренция, а тут столкнулся с доброжелательностью и искренностью. Такой отпадный чат с мемами был, настроение поднимал в миг, да и что меня в клуб бегунов затянули тоже положительный момент, хоть подвижнее стал и от лишнего веса избавился. Мало корпоративных мероприятий, с учетом статуса банка, могли бы для сотрудников несколько раз в год что-то масштабное организовать. Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Ведущий оператор,Волгоград,январь 2026,Работаю 3-5 лет,5.0,"Работал из дома и график был адекватным. Не 24 на 7 точно , так что особо не выматывался. Эмоциональной гигиене меня тоже сразу обучили и коллеги лайфхаками щедро делились, как через себя не пропускать чужие проблемы, так что не могу сказать, что особо стрессовал. Зарабатывал прилично, помимо премиальных были приличные бонусы, среди которых ДМС и компенсация фитнеса.","Больше выгод предусмотреть для сотрудников банка стоило бы, в частности льготы на оформление продуктов точно можно расширить. Ответ представителя компании Январь 2026","Работал из дома и график был адекватным. Не 24 на 7 точно , так что особо не выматывался. Эмоциональной гигиене меня тоже сразу обучили и коллеги лайфхаками щедро делились, как через себя не пропускать чужие проблемы, так что не могу сказать, что особо стрессовал. Зарабатывал прилично, помимо премиальных были приличные бонусы, среди которых ДМС и компенсация фитнеса. Больше выгод предусмотреть для сотрудников банка стоило бы, в частности льготы на оформление продуктов точно можно расширить. Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Представитель банка,Екатеринбург,январь 2026,Работал 1-2 года,5.0,"Живая и интересная работа, у меня язык подвешен всегда был, так здесь можно сказать себя нашел. Получал удовольствие, когда клиент оставался доволен встречей и оформлял что-то по моей рекомендации. Во-первых, я от этого собственно и зарабатывал, а, во-вторых, специалистом себя в такие моменты чувствовал.","Я считаю, что оклад не должен так сильно отличаться от заработка на продажах, мне понадобилось несколько месяцев, чтобы научиться это делать и в этот период зарабатывал так себе Ответ представителя компании Январь 2026","Живая и интересная работа, у меня язык подвешен всегда был, так здесь можно сказать себя нашел. Получал удовольствие, когда клиент оставался доволен встречей и оформлял что-то по моей рекомендации. Во-первых, я от этого собственно и зарабатывал, а, во-вторых, специалистом себя в такие моменты чувствовал. Я считаю, что оклад не должен так сильно отличаться от заработка на продажах, мне понадобилось несколько месяцев, чтобы научиться это делать и в этот период зарабатывал так себе Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Специалист технической поддержки,Пожаловаться Работал меньше года Москва,январь 2026,Работал меньше года,2.0,"Удаленный формат работы, выплата заработной платы (не всегда в срок) Далее могу перечислять только минусы","Самое главное, что можно было бы улучшить это отношение руководителей к своим подопечным и в целом отношение компании к своим кадрам, также установление рамок общения клиентов с сотрудниками (очень оскорбительное) Ответ представителя компании Январь 2026","Удаленный формат работы, выплата заработной платы (не всегда в срок) Далее могу перечислять только минусы Самое главное, что можно было бы улучшить это отношение руководителей к своим подопечным и в целом отношение компании к своим кадрам, также установление рамок общения клиентов с сотрудниками (очень оскорбительное) Ответ представителя компании Январь 2026",negative,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Ведущий менеджер по работе с бизнесом,Москва,январь 2026,Работаю 3-5 лет,2.0,"Бенефиты, ДМС, разные скидки и подарки от компании, удаленный формат работы, лояльные условия труда.","Взаимодействие между отделами, отношения руководства к сотрудникам, возможность карьерного роста, оплата труда и сама возможность зарабатывать. Ответ представителя компании Январь 2026","Бенефиты, ДМС, разные скидки и подарки от компании, удаленный формат работы, лояльные условия труда. Взаимодействие между отделами, отношения руководства к сотрудникам, возможность карьерного роста, оплата труда и сама возможность зарабатывать. Ответ представителя компании Январь 2026",negative,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Представитель банка,Новозавидовский,январь 2026,Работал 1-2 года,4.7,Близость к дому. Комфорт по времени выхода в смену. Удобство в получении документов. Доплаты,"Уменьшить удержания за то, на что повлиять нельзя. Прибавить заработную плату и компенсацию км и топлива сделать чуть выше Ответ представителя компании Январь 2026","Близость к дому. Комфорт по времени выхода в смену. Удобство в получении документов. Доплаты Уменьшить удержания за то, на что повлиять нельзя. Прибавить заработную плату и компенсацию км и топлива сделать чуть выше Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Оператор call-центра,Москва,январь 2026,Работал 3-5 лет,1.0,"Удаленный формат,это весь плюс Уровень дохода выше среднего при этом уровень стресса зашкаливает","Руководству научиться слышать сотрудников,пресечь зависть и конкуренцию со стороны рг Лояльнее быть к оператором первой линии Ответ представителя компании Январь 2026","Удаленный формат,это весь плюс Уровень дохода выше среднего при этом уровень стресса зашкаливает Руководству научиться слышать сотрудников,пресечь зависть и конкуренцию со стороны рг Лояльнее быть к оператором первой линии Ответ представителя компании Январь 2026",negative,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Менеджер технической поддержки,Пожаловаться Работал меньше года Москва,январь 2026,Работал меньше года,4.5,"Удаленная работа, в домашних условиях или в коворкинге, достаточно хорошая зп, а если выполнять план вообще красота. Молодое руководство и общение на уровне Френдли. Без субординации, очень удобно. Возможен быстрый карьерный рост.","Теоретическое обучение сильное, но практики очень мало, если ты без опыта, очень стрессовая работа, клиенты разговаривают отвратительно. Я с большим опытом после сбера, была в стрессе от высказываний клиентов в трубку. График работы обещают, что можно составить самостоятельно в итоге пожелания учитывают %% на 10, остальное ставят как хотят. Хотела работать с 8 до 17 или с 9 до 18, так как ребенок и детский сад, в итоге после испытательного срока поставили график с 15 до 00, две недели подряд. Хочешь поменяться - ищи замену. Не нашел - работай. Из за этого пришлось уволиться. Ответ представителя компании Январь 2026","Удаленная работа, в домашних условиях или в коворкинге, достаточно хорошая зп, а если выполнять план вообще красота. Молодое руководство и общение на уровне Френдли. Без субординации, очень удобно. Возможен быстрый карьерный рост. Теоретическое обучение сильное, но практики очень мало, если ты без опыта, очень стрессовая работа, клиенты разговаривают отвратительно. Я с большим опытом после сбера, была в стрессе от высказываний клиентов в трубку. График работы обещают, что можно составить самостоятельно в итоге пожелания учитывают %% на 10, остальное ставят как хотят. Хотела работать с 8 до 17 или с 9 до 18, так как ребенок и детский сад, в итоге после испытательного срока поставили график с 15 до 00, две недели подряд. Хочешь поменяться - ищи замену. Не нашел - работай. Из за этого пришлось уволиться. Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Отзыв сотрудника,Москва,январь 2026,Работаю 1-2 года,5.0,"График, понимающее руководство, прозрачная система оплаты. Всегда есть возможность поменять рабочее время, руководство всегда идет на встречу, если нужен день без оплаты или пару часов в рабочем дне.",Ничего улучшать не требуется. Максимально ориентированный на сотрудников подход в плане персонала. Всегда поддержат и помогут в сложной ситуации. Ответ представителя компании Январь 2026,"График, понимающее руководство, прозрачная система оплаты. Всегда есть возможность поменять рабочее время, руководство всегда идет на встречу, если нужен день без оплаты или пару часов в рабочем дне. Ничего улучшать не требуется. Максимально ориентированный на сотрудников подход в плане персонала. Всегда поддержат и помогут в сложной ситуации. Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Отзыв сотрудника,Москва,январь 2026,Работал 1-2 года,5.0,"Мне понравилось, что для 18 лет, я смог зарабатывать от 130к в месяц, а в 19 190)","Все прекрасно, улучшать уже нечего. Коммунакция между сотрудниками хорошая, советую всем! Ответ представителя компании Январь 2026","Мне понравилось, что для 18 лет, я смог зарабатывать от 130к в месяц, а в 19 190) Все прекрасно, улучшать уже нечего. Коммунакция между сотрудниками хорошая, советую всем! Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Оператор call-центра,Саратов,январь 2026,Работал 1-2 года,4.0,"Работать на удаленке мне раньше не доводилось, испытывала в данной связи некоторые страхи, но брошенной себя не ощущала. Цифровые процессы отлично отлажены, никакого хаоса и неразберихи не было. Коллеги постоянно на связи были, если не могла сама справиться с вопросом клиента, просила помощи у адвайзера.","Такое количество телефонного общения по душе будет не каждому, у меня раз на раз не приходилось, зависело от настроения. Иногда вообще не хотелось разговаривать, но делала над собой усилие. Ответ представителя компании Январь 2026","Работать на удаленке мне раньше не доводилось, испытывала в данной связи некоторые страхи, но брошенной себя не ощущала. Цифровые процессы отлично отлажены, никакого хаоса и неразберихи не было. Коллеги постоянно на связи были, если не могла сама справиться с вопросом клиента, просила помощи у адвайзера. Такое количество телефонного общения по душе будет не каждому, у меня раз на раз не приходилось, зависело от настроения. Иногда вообще не хотелось разговаривать, но делала над собой усилие. Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
Т-Банк,Специалист по работе с клиентами,Москва,январь 2026,Работаю 3-5 лет,4.2,"Да теперь особо ничего...очень и очень разочарована тем что грубо говоря сказали либо иди на горячую линию,либо бери отпуск за свой счёт (увольнение в общем)","Совет по улучшению,это сохранять рабочие места после выхода с декретного отпуска ,либо же предоставлять аналогичные должности,а не ГОРЯЧУЮ ЛИНИЮ С ЧАТАМИ И ВИДЕОЗВОНКАМИ,как это произошло у меня Ответ представителя компании Январь 2026","Да теперь особо ничего...очень и очень разочарована тем что грубо говоря сказали либо иди на горячую линию,либо бери отпуск за свой счёт (увольнение в общем) Совет по улучшению,это сохранять рабочие места после выхода с декретного отпуска ,либо же предоставлять аналогичные должности,а не ГОРЯЧУЮ ЛИНИЮ С ЧАТАМИ И ВИДЕОЗВОНКАМИ,как это произошло у меня Ответ представителя компании Январь 2026",positive,https://dreamjob.ru/employers/25607?page=19
